,Customer Name,Review Title,Rating,Reviews
2777,Deepak yadav,Very good,5.0 out of 5 stars,  Get more than what u pay
2778,Rajinder Singh,Value for money,5.0 out of 5 stars,  Overall all good
2779,Manoj Gurjar,I am fully satisfied by this product.,5.0 out of 5 stars,  Very very useful
2780,Amazon Customer,Great,5.0 out of 5 stars,  Good as expected
2781,chhaya,Nice camera,5.0 out of 5 stars,  Happy to have it
2782,Amazon Customer,Very bad product,1.0 out of 5 stars,  Very bad product
2783,vikash,good as expected,5.0 out of 5 stars,  good as expected
2784,sumanta pani,supar,3.0 out of 5 stars,  betar
2785,Vian,Very good,5.0 out of 5 stars,  Very good..using it from one month..
2786,Debabrata,Very  good,5.0 out of 5 stars,  Superbbb
2787,ganesh jagtap,Good one,4.0 out of 5 stars,  Good one
2788,dr mukesh arya,Bad,1.0 out of 5 stars,  Not good
2789,Ratnesh K.,Best,5.0 out of 5 stars,  बेस्ट है
2790,rahul verma,Nice camera,5.0 out of 5 stars,  All good
2791,Chander kant,Exellent,5.0 out of 5 stars,  Exellent
2792,Sanan,C.C camera can we return,5.0 out of 5 stars,  We can return  products or not. This is not use full to me.
2793,Bulti Mandal,Absolute rubbish,1.0 out of 5 stars,"  Useless product,never buy"
2794,sakthivel,Good,5.0 out of 5 stars,  Like it very much
2795,Priyanka  jadhav,Really good product,5.0 out of 5 stars,  Really good product nicely work
2796,Amazon Customer,Good Device,5.0 out of 5 stars,  Value for money and good device
2797,Amazon Customer,Excellent product MI keep it up,5.0 out of 5 stars,  Excellent product MI keep it up
2798,Dharmendra Pandey,everything,3.0 out of 5 stars,"  Very Good products, good works."
2799,SOJIN ANTONY,Not working now,1.0 out of 5 stars,  Stoped working  after two month
2800,raju,Play back not  supported,4.0 out of 5 stars,  64 gb memory card not supported
2801,rahul gupta,Drawback,4.0 out of 5 stars,"  No power back-up, need high net"
2802,Anind Chaudhuri,User friendly,5.0 out of 5 stars,  Excellent happy with it
2803,Amazon Customer,It will not working after one month,2.0 out of 5 stars,  One of the worst camera
2804,Tejas D.,V.usefull,5.0 out of 5 stars,  Best n v.usefull prodct
2805,Moula,Ok,5.0 out of 5 stars,  Ok
2806,Faiz alam,Good,4.0 out of 5 stars,  Good product 👌
2807,Abubacker,USB local cable,2.0 out of 5 stars,  USB local cable
2808,Ashok,Value for money,5.0 out of 5 stars,  Value for money
2809,Pamil ,Good for home security,3.0 out of 5 stars,  Value for money
2810,Amazon Customer,View Setup,4.0 out of 5 stars,  No Laptop setup
2811,vipin,Good,5.0 out of 5 stars,  Works perfectly
2812,Amazon Customer,Good,5.0 out of 5 stars,  Value for money
2813,Tushar narawade,Good,4.0 out of 5 stars,  Good
2814,Bhargav R S,MI CCTV Review,4.0 out of 5 stars,"  Over all good, always scope to improve..."
2815,RCLJ,Cheater,1.0 out of 5 stars,  Cheater
2816,Prasant,Best,5.0 out of 5 stars,  Awesome
2817,Iyyanudhass,I have received defective product,1.0 out of 5 stars,  Worst defective product
2818,Bhavesh gohil,Best on Another,5.0 out of 5 stars,  Best then Others
2819,Rajendra N Chandi,Awesome,5.0 out of 5 stars,  It's very good product to buy.
2820,Ram C.,Clear night vision n excellent picture quality,5.0 out of 5 stars,  Nice picture quality excellent
2821,K.S.Praveen Kumar,The quality,5.0 out of 5 stars,  super product for surveillance
2822,Abir,Not satisfied,3.0 out of 5 stars,  Didn't find it up to the mark.
2823,MEENAKSHI kakkar,Excellent product 👌👌👌👌👍👍👍,5.0 out of 5 stars,  Excellent 👍👍👍👍👍👍
2824,benoy k sebastian,Average motion detection,4.0 out of 5 stars,  Night vision very good
2825,Punju datey,All good to assemble in your home or shop,5.0 out of 5 stars,  Good in all aspects...
2826,Priyank pandya,Best security,5.0 out of 5 stars,  Superb and very secure
2827,RAJESH VERMA,Best camera,5.0 out of 5 stars,  Very good CCTV cameras
2828,ashish dwivedi,Amazing,5.0 out of 5 stars,  Greatt product
2829,KARTICK PAUL,Good,4.0 out of 5 stars,  Usable
2830,Amazon Customer,Strong network needed,4.0 out of 5 stars,  You must need 4G Router to run this Product.
2831,Pranav sawant,Average home security camera,3.0 out of 5 stars,  Average video quality
2832,deepak,Best,5.0 out of 5 stars,  Awesome product
2833,Aashutosh,Value for money,5.0 out of 5 stars,"  Best camera, go ahead"
2834,Pavan Kumar,Waste,1.0 out of 5 stars,  Very bad after 1 month it's not working properly
2835,praveen,Superb,4.0 out of 5 stars,  Good quality within the price
2836,Bhavik V,Installation Problem,1.0 out of 5 stars,  Not able to scan it in Mobile
2837,bishnu b.,....,5.0 out of 5 stars,  Thi is very good ....
2838,Amazon Customer,Recommend this product,5.0 out of 5 stars,  I highly recommend it
2839,Aashish,Super camera,4.0 out of 5 stars,  Very clear night mode
2840,Gautam Taank,Cool,5.0 out of 5 stars,  Class of its features
2841,Nitin goyal,It's good.,4.0 out of 5 stars,"  It's nice, go for it."
2842,Abijit Bhowmick,Super,5.0 out of 5 stars,  Very nice pic quality
2843,BARUN CHATTERJEE,Best in class,5.0 out of 5 stars,  Best in class
2844,ashfaque,Awesome,5.0 out of 5 stars,  Great product
2845,Amazon Customer,Very nice product,5.0 out of 5 stars,  Great product
2846,rahul kumar,.,5.0 out of 5 stars,  Awsome camera
2847,Vinothraj,Very nice,4.0 out of 5 stars,  Nice products
2848,Rameez,Awesome,5.0 out of 5 stars,  Great product
2849,vishal,Great,5.0 out of 5 stars,  Great quality
2850,Sahil S,Value for money.,5.0 out of 5 stars,  Great!
2851,HARWINDER SINGH,You can buy it.,4.0 out of 5 stars,  Good.product.
2852,sujit,uhy,5.0 out of 5 stars,  yyuhy
2853,Saikrishna,Excellent,5.0 out of 5 stars,  Great
2854,Curious indian,Worthy product,5.0 out of 5 stars,  Good security camera.
2855,srinivasan,Good,4.0 out of 5 stars,  Super
2856,Santanu B.,Value of money ... product is extremely perfect and control r also very easy,5.0 out of 5 stars,  Good billed quality
2857,RATAN LAL BHIL,Only one problem power,5.0 out of 5 stars,  Best camera
2858,Amazon Customer,Pro,5.0 out of 5 stars,  The scrue set is low quality
2859,Amazonion,Great camera,4.0 out of 5 stars,"  Great camera, good features."
2860,Aktar Biswas,Fully satisfied!!,5.0 out of 5 stars,  Best ever product i hv seen.
2861,santhakumar,Nice product,5.0 out of 5 stars,  Nice product value for money
2862,Sumit Rathore,Recoding,1.0 out of 5 stars,  Not record all vide very bed
2863,pallamurali,Good,5.0 out of 5 stars,  Good quality of night vision
2864,Akash Samrat,mi budget camera,5.0 out of 5 stars,  very best camera ....awesome
2865,Goutam Garai,Camera return,1.0 out of 5 stars,  Bad camara ritan immediately
2866,Sunny,Very useful product 👌,5.0 out of 5 stars,  Replacement of DVR very good
2867,Kushal jaju,Waste of money,1.0 out of 5 stars,  The ever worst product I got
2868,Deepali Singh,Nice camera,5.0 out of 5 stars,  Realy good good and gooooood
2869,Nikhil Singla,worst camera,1.0 out of 5 stars,  poor picture quailty
2870,Muthukumar,Value for the money!,5.0 out of 5 stars,  Value for the money!
2871,G Gopalakrishna,Good,4.0 out of 5 stars,  Good value for money
2872,Pushpendra,I'm happy with this,4.0 out of 5 stars,  It's quality is good
2873,Ravi,This product is very user-friendly and very good product,4.0 out of 5 stars,  Good picture quality
2874,vivek kumar,good product,5.0 out of 5 stars,  Working satisfactory
2875,Rajeev editz,Quality and connectivity,5.0 out of 5 stars,  Good product from mi
2876,Padmaja ,Worth full camera..,5.0 out of 5 stars,  Excellent..
2877,JAY PATEL,Good,5.0 out of 5 stars,  Good quality
2878,gurunathan,Excellent 👍,5.0 out of 5 stars,  Nice product
2879,Alok,Mi Camera,5.0 out of 5 stars,  Nice product
2880,sreejith,Wow,5.0 out of 5 stars,  Good product
2881,Amazon Customer,Working very good.I am satisfied with this product,4.0 out of 5 stars,  Very Helpful
2882,Vishal,Best in class,5.0 out of 5 stars,  Good product
2883,Ranjit Bhujbal,Good product,4.0 out of 5 stars,  Good product
2884,Amit Seth,Worth buying very good,4.0 out of 5 stars,  Worth buying
2885,Zahid Akhtar,Wow,5.0 out of 5 stars,  Just awesome
2886,ChittaRanjan,Avgerage quality,3.0 out of 5 stars,  Not expected
2887,venkatraman joshi,I love mi,5.0 out of 5 stars,  Best product
2888,sathiyanarayanan,Good,4.0 out of 5 stars,  Good product
2889,veerapandian,Good,5.0 out of 5 stars,  Good product
2890,Amazon Customer,Good one,5.0 out of 5 stars,  Overall good
2891,NAME_NOT_RETURNED,GOOD PRODUCT,5.0 out of 5 stars,  GOOD PRODUCT
2892,Chandrakantsing Pardeshi,Value for money.,5.0 out of 5 stars,  Nice product
2893,Satya,Good,5.0 out of 5 stars,  Nice product
2894,Kishorekumarjain,Nice,5.0 out of 5 stars,  Best to have
2895,Sunil kumar,Best features and good quality picture,5.0 out of 5 stars,  Best product
2896,m.v.s.mallikarjun,Thankyou Amazon,5.0 out of 5 stars,  Nice product
2897,suraj,Nice,5.0 out of 5 stars,  Good product
2898,excellent,Excellent Price worth,5.0 out of 5 stars,  Nice product
2899,shrikant rahane,Nice,4.0 out of 5 stars,  Nice product
2900,vipul saini,Nice camera,5.0 out of 5 stars,  Nice product
2901,Sunil G.,Charger missing,1.0 out of 5 stars,  Item missing
2902,Sanjay,Budget CCTV Camera,5.0 out of 5 stars,  Fine quality
2903,Vashu Dixit,Good,5.0 out of 5 stars,  Good product
2904,Hasan,Mast,4.0 out of 5 stars,  Good
2905,sambath,nice,3.0 out of 5 stars,  good
2906,Karunakaran GN,Good,4.0 out of 5 stars,  Good
2907,Krishna,Nice,5.0 out of 5 stars,  Good
2908,Bikram,Exiclent,5.0 out of 5 stars,  Good
2909,imaad,Good,5.0 out of 5 stars,  Good
2910,Vinoth,Awesome,5.0 out of 5 stars,  Good
2911,Amazon Customer,Good,4.0 out of 5 stars,  Good
2912,Jagadeesh A,Nice,5.0 out of 5 stars,  Good
2913,vijay k.,Superb,5.0 out of 5 stars,  Best
2914,Raja,Good camera,4.0 out of 5 stars,  Good
2915,Kapardhi,Good,5.0 out of 5 stars,  Good
2916,Amazon Customer,Best camera,5.0 out of 5 stars,  Gud1
2917,Amazon Customer,Best,5.0 out of 5 stars,  Best
2918,Mohammad usman,Best,5.0 out of 5 stars,  Nice
2919,Amazon Customer,West of money,1.0 out of 5 stars,"  Very very bad, West of money"
2920,Chethan Parangaje,👌👌👌,5.0 out of 5 stars,  Good quality Product
2921,Vikram,Connection lost issue,1.0 out of 5 stars,  Connection lost issue
2922,Aruna Fashios,MI is providing quality product with in affordable price,5.0 out of 5 stars,  nice product
2923,wat speed to need To see videos without buffering,ok,3.0 out of 5 stars,"  voice is not good,cam is ok"
2924,Ujjwal a.,Bakwaas,1.0 out of 5 stars,  It requires high data speed
2925,Krushal,Best product,5.0 out of 5 stars,  Overall product is too good
2926,asheesh,Not be late just buy now,5.0 out of 5 stars,  It is very good cam
2927,Amazon Customer,Get it,5.0 out of 5 stars,  Really good product
2928,Savitri J.,No battry,2.0 out of 5 stars,  That's not wireless
2929,MD TAHSIN REJA,Don't buy,1.0 out of 5 stars,  Bakwas product.....
2930,Mukesh Chaurasia,Goo,5.0 out of 5 stars,  V good performance.
2931,Hemanth,Best home security system,5.0 out of 5 stars,  The best home security system one can get with all the modern updates
2932,Kindle Customer,good,4.0 out of 5 stars,  good Camera
2933,renu Gupta ,Simple,2.0 out of 5 stars,  Normal good
2934,Apurba Das,Super,5.0 out of 5 stars,  Best camera
2935,Amazon Customer,GOOD RESULT,5.0 out of 5 stars,  GOOD RESULT
2936,SARFARAZ KAPADIA,Worth in buying,5.0 out of 5 stars,  Best camera
2937,Sakthivel,Good,5.0 out of 5 stars,  Good product no problem yet
2938,Roopam gupta,Happy,5.0 out of 5 stars,  Nice camera
2939,Amazon Customer,Good to have one,5.0 out of 5 stars,  Good camera
2940,RAJNISH KUMAR,Nice,5.0 out of 5 stars,  Nice
2941,Kishan dhruv ,Good,5.0 out of 5 stars,  Wow
2942,Amazon Customer,Gud,5.0 out of 5 stars,  Gud
2943,Liltu singha,Mi,3.0 out of 5 stars,  Good quality
2944,Prashant Kumar Gupta,Good Product,5.0 out of 5 stars,  Good Product
2945,rahul s.,Not good,5.0 out of 5 stars,  Not good for outdoor purpose
2946,Amazon Customer,Worth it,5.0 out of 5 stars,"  Good product, wow material !"
2947,Binu Joseph,Good product,4.0 out of 5 stars,  Value for money
2948,Praveen Kumar Yadav,Bad quality product,1.0 out of 5 stars,  The camera is stuck and not moving upwards. Bad quality product
2949,Amazon Customer,Good product,5.0 out of 5 stars,  Nice
2950,Bipin Samir kerketta,Useful item,5.0 out of 5 stars,  Very nice n useful product
2951,Kumar,Owesome product for home and small shop,5.0 out of 5 stars,  Owesome product..go for it
2952,Harish Gambhir,Quality is good,5.0 out of 5 stars,  Overall excellent product.
2953,b naidu,Installation,1.0 out of 5 stars,  Installation not completed
2954,Jithendra,It's dead after 6months,1.0 out of 5 stars,  It's not working right now
2955,samirkumarghosh,Wifi,5.0 out of 5 stars,  Retan ccmobail camerami360
2956,raj sharma,Owsm product  owsm prize,5.0 out of 5 stars,  Nice product at this price
2957,Priyanka K.,Good Product,4.0 out of 5 stars,  Happy. It's working nicely
2958,Ankush broor,Camra not working,1.0 out of 5 stars,  Camra not working prooerly
2959,Jobin M.,Good product,5.0 out of 5 stars,  It is a very good product.
2960,Swapnil sathwane,All good,5.0 out of 5 stars,  Totally awesm nice product
2961,KODURIRAJASHEKHAR,Good working super,5.0 out of 5 stars,  Good working super
2962,Sathish Kumar,Mi 360,5.0 out of 5 stars,  I always love this
2963,Jyothi s.,Wonderful device...,5.0 out of 5 stars,  Wonderfull product
2964,VISHNU KUMAR,Best,5.0 out of 5 stars,  Best
2965,Raja,Nice,5.0 out of 5 stars,  It's good.
2966,harish,Nice product,5.0 out of 5 stars,  Works well
2967,ANKIT ARYA,Nice,5.0 out of 5 stars,  Nice
2968,Md Taufiq Alam,Ok,5.0 out of 5 stars,  Ok
2969,Mohd Saddam hussain,Ok,3.0 out of 5 stars,  Ok
2970,Raj Kishore Agrawal,Above average,4.0 out of 5 stars,  Nice products. Memory should be inbuilt.
2971,Santosh,Best product,5.0 out of 5 stars,  Excellent camera all is well
2972,Vikas Rajput,Superrrr,5.0 out of 5 stars,  Very nice camera I'm very happy after purchase
2973,Sathis,Worth,5.0 out of 5 stars,  good product working 24X7
2974,C.KALYANASUNDAR,Sema super,5.0 out of 5 stars,"  Quality,night vision,supe"
2975,Abhijit Rao,Bad videt quality,1.0 out of 5 stars,  Video quality was to bad.
2976,Dr Rakesh Baudh,Warranty,2.0 out of 5 stars,  Not working after 2 month
2977,Rohit goyal,Good,5.0 out of 5 stars,  All these things are best
2978,Simranjit kainth,It’s good security camera,4.0 out of 5 stars,  It’s very useable product
2979,Andeep,Easy to use,4.0 out of 5 stars,  Very good picture quality
2980,Elamparithi,About an object,5.0 out of 5 stars,  Nice thing worked superly
2981,Amazon Customer,Good product,5.0 out of 5 stars,  Nice camera and 720p view
2982,nitish kumar,Not working after few days,1.0 out of 5 stars,  Waste product of all time
2983,sohan Lal,Good,4.0 out of 5 stars,  Very good product
2984,Vasu k.,Very good quality,5.0 out of 5 stars,  Very good quality
2985,Gowtham,Nice,5.0 out of 5 stars,  But price Is high
2986,Sunil Kumar Sharma,For home security,5.0 out of 5 stars,  Very good product
2987,Suresh,Good,3.0 out of 5 stars,  It’s working good
2988,Idrish,Superb technology,5.0 out of 5 stars,  Excellent product
2989,Ravikumar A.,Usefull,5.0 out of 5 stars,  Very nice
2990,Kabir,Excellent,4.0 out of 5 stars,  Excellent
2991,Madhusmita sahoo,Quality is good,5.0 out of 5 stars,  Very good
2992,S.sivakumar,Good,5.0 out of 5 stars,  Good work
2993,sanjay jain,Excellent,5.0 out of 5 stars,  Very good
2994,sumant kumar,Nice,5.0 out of 5 stars,  Very good
2995,Shankar Lal,Very good,4.0 out of 5 stars,  Very good
2996,Manav,5,5.0 out of 5 stars,  Very good
2997,Arindam S.,Value for money,4.0 out of 5 stars,  Excellent
2998,Psg,Ultimate product.,5.0 out of 5 stars,  Excellent
2999,Sudhar Rag,Nice product,5.0 out of 5 stars,  Good work
3000,Shridhar Anigundi,Happy with performance.,4.0 out of 5 stars,  Satisfied
3001,Viraj narolia,Very useful,5.0 out of 5 stars,  Very good
3002,Dheeraj Dagar,Wonderful,5.0 out of 5 stars,  Wonderful
3003,Ravi,Outstanding,5.0 out of 5 stars,  It's worth to buy
3004,Vaibhav Mishra,It's very good,5.0 out of 5 stars,  It's picture so much good
3005,Jilson,Opened product box,3.0 out of 5 stars,"  Camera is a good one but, i got the package as opened."
3006,Dinesh taak,"Worst camera ever, faulty product, incapable of recording",1.0 out of 5 stars,  Short video recording of less than one mi uteMore than 100 clips are formed in one hour
3007,MANISH KUMAR,Best picture quality,5.0 out of 5 stars,  Love it
3008,vivek michael raj,Need updation,1.0 out of 5 stars,  Not worthy product
3009,Sinu,Good,5.0 out of 5 stars,  Ok
3010,Surendra,Super,5.0 out of 5 stars,  Super product ..worth it
3011,Shirish,Super,5.0 out of 5 stars,  Super excellent products
3012,Ankita gupta,..,5.0 out of 5 stars,  Good technology used....
3013,Raghu,Average,3.0 out of 5 stars,"  Video running buffering,"
3014,puneet,Very good product,5.0 out of 5 stars,  Picture quality is great
3015,PRASHANT KUMAR BHAGAT,M/S PRASHANT STORES,5.0 out of 5 stars,  Very nice 👌👍 products.
3016,Christin,Good,4.0 out of 5 stars,  It's good and affordable
3017,Prateek,Good,4.0 out of 5 stars,  Technically high
3018,Jaglal verma,Bad quality,1.0 out of 5 stars,  Poor and chipest
3019,User,Satisfied,5.0 out of 5 stars,  Nice product....
3020,Amazon Customer,Nice home security statement but motion detection send after 30 to 40 minit,5.0 out of 5 stars,  Motion detection
3021,Arjun gupta,Awesome products,5.0 out of 5 stars,  Awesome products
3022,Ajim Shaikh,West of time and money,1.0 out of 5 stars,  Irritating setup
3023,sana kalam,Good camera,4.0 out of 5 stars,  Vry good
3024,CHANDAN KUMAR,⭐️⭐️⭐️⭐️⭐️,5.0 out of 5 stars,  ⭐️⭐️⭐️⭐️
3025,Parthasarathy C,Nice cam,5.0 out of 5 stars,  Too good
3026,Akash agrawal,Totally worth it,5.0 out of 5 stars,  Worth it
3027,Prashant,No,1.0 out of 5 stars,  Not good
3028,shivam agrawal,Mind blowing..,5.0 out of 5 stars,  Terrific
3029,vaibhav sonavale,Good for shop n home,4.0 out of 5 stars,  Good buy
3030,Madhusudhan Reddy Nukala,Good one,5.0 out of 5 stars,  Good one
3031,Amandeep Singh,Awesome,5.0 out of 5 stars,  Best buy
3032,Ramai,Good,5.0 out of 5 stars,  Recording is not working
3033,Amazon Customer,Very good product,4.0 out of 5 stars,  Connectivity and clarity
3034,harish,Avarage,3.0 out of 5 stars,  Memory Card not reading
3035,RAVI KRISHNA,Very bad.,1.0 out of 5 stars,  I request ed to return.
3036,Amazon Customer,Awesome,5.0 out of 5 stars,  This product is awesome
3037,D K THADANI,Mi security camera,5.0 out of 5 stars,  V good product.must buy
3038,VIKASH,Good,5.0 out of 5 stars,  Value for money
3039,deekshith,Not bad,1.0 out of 5 stars,  No 2 way taking
3040,nidesh nagraj,Best product,5.0 out of 5 stars,  Worth the money
3041,Amit Kumar Sharma,Awesone,5.0 out of 5 stars,  Better than any
3042,Dharmesh Thada,Awesome,5.0 out of 5 stars,  Value for money
3043,Percial,Great,4.0 out of 5 stars,  Performing good
3044,sanju,Nice👍,4.0 out of 5 stars,  Nice product 👍
3045,Naresh,Super Naresh,5.0 out of 5 stars,  Good product 👍
3046,Amazon Customer,Good product,4.0 out of 5 stars,  It’s works good
3047,Amazon Customer,Very good product,5.0 out of 5 stars,  360 degree view
3048,Amazon Customer,Good,5.0 out of 5 stars,  Value for money
3049,Amazon Customer,Good product to buy,5.0 out of 5 stars,  Good one to buy
3050,ishan ,Best,4.0 out of 5 stars,  Awesome product
3051,Amazon Customer,NOT BAD,3.0 out of 5 stars,  NOT BAD
3052,Diwakar,Nice,5.0 out of 5 stars,  Durable
3053,fiyana elavia,best investment,5.0 out of 5 stars,  LOVE IT
3054,Amazon Customer,Awesome camera,5.0 out of 5 stars,  Awesome
3055,Manish kumar ,Nice,4.0 out of 5 stars,  Goooood
3056,Amazon Customer,राम नाम,4.0 out of 5 stars,  Ram ram
3057,Sushant Jain,Amazing,5.0 out of 5 stars,  Amazing
3058,Amazon Customer,Not bad,1.0 out of 5 stars,  Not gud
3059,sateesh madipeddi,Cam is so good picture quality,5.0 out of 5 stars,  So good
3060,anupam,Total security,5.0 out of 5 stars,  Awesome
3061,abhishek,Awesome,5.0 out of 5 stars,  Awesome
3062,Daniel,Average,3.0 out of 5 stars,  Average
3063,ATUL K.,Best In Market,5.0 out of 5 stars,  Awesome
3064,Vineet kumar,Amazing product,5.0 out of 5 stars,  Awesome
3065,Harsh Vaishya,Good,5.0 out of 5 stars,  Very very good
3066,Faisal,Nice Product,3.0 out of 5 stars,  Value for Money
3067,Pintu sen,Picture quality & camera quality,1.0 out of 5 stars,  Good but not well
3068,gulam khatri,memory card,1.0 out of 5 stars,  memory card not working
3069,Murali,Overall nice product,4.0 out of 5 stars,  Overall nice product
3070,Akash,Wi-fi connecting problem,1.0 out of 5 stars,  Don't purches... Bad product.Proparly not working.
3071,Vaibhav,Received Used product!!,1.0 out of 5 stars,  Received used product.
3072,Amazon Customer,Supeb,5.0 out of 5 stars,  Camera clierlity supeb
3073,Jeevan,Super product,5.0 out of 5 stars,  Very easy installation
3074,Amazon Customer,Very nice,5.0 out of 5 stars,  Very  nice cctv camera
3075,Sanal,Good product 👍,5.0 out of 5 stars,  Cheap and Good product
3076,jasmeet kaur,Disccount problem,1.0 out of 5 stars,  discount again & again
3077,Santosh,Home security,5.0 out of 5 stars,  Best for home security
3078,Jana,Awesome product,5.0 out of 5 stars,  Excellent.. Go for it!
3079,Amazon Customer,Amazing 😍,5.0 out of 5 stars,  Amazing Product..5Star
3080,Amazon Customer,Excellent product,5.0 out of 5 stars,  Product is really good
3081,Amazon Customer,Good product,5.0 out of 5 stars,  Nice quality
3082,Manpreet singh sandhu,Hi,3.0 out of 5 stars,  Average camera
3083,Yogeesh,Amazing,5.0 out of 5 stars,  Sooper product
3084,ankuman saikia,Good servilance cAmera,5.0 out of 5 stars,  Valuefor money
3085,shivam,Nice,4.0 out of 5 stars,  Superb product
3086,Iamamillionairenow,Love to see these cameras in future come out with more memory support.,5.0 out of 5 stars,  Great Product!
3087,jafu,Awesome,5.0 out of 5 stars,  Awesome camera
3088,LOGAPRIYA,Good,5.0 out of 5 stars,  Worth of money
3089,Sarfaraz,U can buy it,4.0 out of 5 stars,  Camera is good
3090,Amazon Customer,HUSSAIN,5.0 out of 5 stars,  It's very good
3091,Pankaj,good product,5.0 out of 5 stars,  amazing camara
3092,Vishal Mishra,Technology,5.0 out of 5 stars,  Nice product!!
3093,gaurav,Best quality,5.0 out of 5 stars,  Worth of money
3094,Amazon Customer,Basic purpose fully solved,5.0 out of 5 stars,  Easy to set up
3095,Anupam,Wow,5.0 out of 5 stars,  AmaIng
3096,Harif,Good quality,5.0 out of 5 stars,"  Good product,, quality best, but some time connection problem to connect device otherwase ok"
3097,IQBAL ALI,Reset Button is Not Working,1.0 out of 5 stars,  This Camera is Not Working Reset Button
3098,Amazon Customer,Fraud company,1.0 out of 5 stars,  Missing parts
3099,Saurabh Jain,Best in home security,5.0 out of 5 stars,  Best in home security
3100,sudeep pandey,Safty for home,2.0 out of 5 stars,  Good for surveillance
3101,ashish kumar,Verry good,5.0 out of 5 stars,  Good qualitis product
3102,Vishnu,Amazing,4.0 out of 5 stars,  Superb nice fentastic
3103,kunwar pritam sekhawat,Best product,5.0 out of 5 stars,  Awesome very nice....
3104,Rj Satwinder Rajpal,Amazon is good,5.0 out of 5 stars,  Best cctv wifi camera
3105,IRFAN,Good,5.0 out of 5 stars,  Good quality products
3106,Magan kumavat,Home security,5.0 out of 5 stars,  Is quality is so nice
3107,John Richard,waste,1.0 out of 5 stars,  not recording sd card
3108,Shorya,👌,5.0 out of 5 stars,  great product
3109,Harpreet Singh,Okay,5.0 out of 5 stars,  Over all good
3110,venkatesh,Wrost product,1.0 out of 5 stars,  Worst product
3111,Mohammed,It's better...,5.0 out of 5 stars,  Awesome......
3112,rajesh kumar,All over best,5.0 out of 5 stars,  All over best
3113,VIJAY BHADANI,Superb,5.0 out of 5 stars,  Great product
3114,abhishek,Value for money,4.0 out of 5 stars,  Aswm products
3115,sudhanva,Satisfied,5.0 out of 5 stars,  Worth product
3116,Shubha Pathak,Awesome product,5.0 out of 5 stars,  Best products
3117,JAYESH P A,Good,4.0 out of 5 stars,  Super
3118,GIZZO,Very easy,5.0 out of 5 stars,  Easy.
3119,Sana,Happy,5.0 out of 5 stars,  Happy
3120,shaik Dawood,Super amazing,5.0 out of 5 stars,  Super
3121,srikanth,Super,5.0 out of 5 stars,  Super
3122,Dhanaseelan,Nice quality,5.0 out of 5 stars,  Super
3123,karthick,Great,5.0 out of 5 stars,  Great
3124,Santhu,Super,5.0 out of 5 stars,  Super
3125,Amazon Customer,Jkkas,5.0 out of 5 stars,  Jkkas
3126,Suresh m,Super,4.0 out of 5 stars,  Super
3127,Rameshreddy G,Super,4.0 out of 5 stars,  Super
3128,Amazon Customer,Great,5.0 out of 5 stars,  Great
3129,DINESH RAJPAL,Fantastic,5.0 out of 5 stars,  Useful safety product
3130,Amazon Customer,Good,5.0 out of 5 stars,  Like this cam
3131,Chapri Manush,Feeling so kush,5.0 out of 5 stars,  Best security camera ever bought online
3132,srinivas muthukuri,Super,4.0 out of 5 stars,  Exlent product
3133,9945070900,Worth it,5.0 out of 5 stars,  Worth the money paid
3134,suman,Good quality,4.0 out of 5 stars,  I like this product.
3135,Amazon Customer,Good product,5.0 out of 5 stars,  Very good and useful
3136,Amazon Customer,Internet connectivity,4.0 out of 5 stars,  Best camera in light
3137,ARUP KAMILA,Healthy,5.0 out of 5 stars,  Aswame for low bazet
3138,Amazon Customer,Good except voice calling,4.0 out of 5 stars,  Calling is not good.
3139,rohan,woooooow,5.0 out of 5 stars,  an excellent product
3140,Amazon Customer,Amazing,5.0 out of 5 stars,  More than I expected
3141,Utkarsh Saran,Good,4.0 out of 5 stars,  Good picture quality
3142,Kriti kalyan,Nice one,5.0 out of 5 stars,  Not a dislike object
3143,VENUGOPALAN J,Ok,3.0 out of 5 stars,  Speaker is not clear
3144,Alok kumar sagar,I like this,4.0 out of 5 stars,  Good security camera
3145,Annu,Picture quility is very good,5.0 out of 5 stars,  This is good product
3146,pramod,Good,5.0 out of 5 stars,  Good
3147,manthan,Good product,4.0 out of 5 stars,  Good product
3148,Amazon Customer,Nice product,4.0 out of 5 stars,  Nice product
3149,Saurabh,Good one,5.0 out of 5 stars,  Worth to buy
3150,Amazons,Nice,4.0 out of 5 stars,  Good product
3151,Amazon Customer,Good product,5.0 out of 5 stars,  Good product
3152,hareram bhasin,Good product,5.0 out of 5 stars,  Good product
3153,SOURAV SIL,Good product,5.0 out of 5 stars,  Good product
3154,Amazon Customer,Nice product,5.0 out of 5 stars,  Nice product
3155,nitin hibare,Good,4.0 out of 5 stars,  Good product
3156,दिनेश,Best,5.0 out of 5 stars,  Good product
3157,Sunil paliwal,Good product,5.0 out of 5 stars,  Good product
3158,Vijayakumar,good product,4.0 out of 5 stars,  good product
3159,Amazon Customer,High quality night version,4.0 out of 5 stars,  Good product
3160,Tamal Dey,Good product,4.0 out of 5 stars,  Good product
3161,harry,Mi,5.0 out of 5 stars,  Good product
3162,Kristober,Kriss,5.0 out of 5 stars,  Nice product
3163,vip,Good product,5.0 out of 5 stars,  Good product
3164,p. muthamil pandi,Nice product,5.0 out of 5 stars,  Good product
